keyword_ascii,scholar_query_ascii,google_scholar_url_ascii,occurrences,formal_branches,formal_scopes,fields,source_tags,source_codes,source_titles
Pseudo-random numbers; Monte Carlo methods,Pseudo-random numbers; Monte Carlo methods,https://scholar.google.com/scholar?q=Pseudo-random%20numbers%3B%20Monte%20Carlo%20methods,1,Mathematics,core,Number theory,MSC2020:11K45,11K45,"Pseudo-random numbers; Monte Carlo methods [See also 65C05, 65C10]"
Pseudocomplemented lattices,Pseudocomplemented lattices,https://scholar.google.com/scholar?q=Pseudocomplemented%20lattices,1,Mathematics,core,"Order, lattices, ordered algebraic structures [See also 18B35]",MSC2020:06D15,06D15,Pseudocomplemented lattices
Pseudoconvex domains,Pseudoconvex domains,https://scholar.google.com/scholar?q=Pseudoconvex%20domains,1,Mathematics,core,"Several complex variables and analytic spaces {For infinitedimensional holomorphy, see also 46G20, 58B12}",MSC2020:32Txx,32Txx,Pseudoconvex domains
Pseudodifferential and Fourier integral operators on manifolds,Pseudodifferential and Fourier integral operators on manifolds,https://scholar.google.com/scholar?q=Pseudodifferential%20and%20Fourier%20integral%20operators%20on%20manifolds,1,Mathematics,core,"Global analysis, analysis on manifolds [See also 32Cxx, 32Fxx, 32Wxx, 46-XX, 53Cxx] {For nonlinear operators, see 47Hxx; for geometric integration theory, see 49Q15}",MSC2020:58J40,58J40,Pseudodifferential and Fourier integral operators on manifolds [See also 35Sxx]
Pseudodifferential operators,Pseudodifferential operators,https://scholar.google.com/scholar?q=Pseudodifferential%20operators,1,Mathematics,core,Operator theory,MSC2020:47G30,47G30,"Pseudodifferential operators [See also 35Sxx, 58Jxx]"
Pseudodifferential operators and other generalizations of partial differential operators,Pseudodifferential operators and other generalizations of partial differential operators,https://scholar.google.com/scholar?q=Pseudodifferential%20operators%20and%20other%20generalizations%20of%20partial%20differential%20operators,1,Mathematics,core,Partial differential equations,MSC2020:35Sxx,35Sxx,"Pseudodifferential operators and other generalizations of partial differential operators {For operator theory, see 47G30, 58J40}"
Pseudodifferential operators as generalizations of partial differential operators,Pseudodifferential operators as generalizations of partial differential operators,https://scholar.google.com/scholar?q=Pseudodifferential%20operators%20as%20generalizations%20of%20partial%20differential%20operators,1,Mathematics,core,Partial differential equations,MSC2020:35S05,35S05,"Pseudodifferential operators as generalizations of partial differential operators [See also 32W25, 47G30, 47L80, 58J40]"
Pseudodifferential operators in several complex variables,Pseudodifferential operators in several complex variables,https://scholar.google.com/scholar?q=Pseudodifferential%20operators%20in%20several%20complex%20variables,1,Mathematics,core,"Several complex variables and analytic spaces {For infinitedimensional holomorphy, see also 46G20, 58B12}",MSC2020:32W25,32W25,Pseudodifferential operators in several complex variables
Pseudogroups and differentiable groupoids,Pseudogroups and differentiable groupoids,https://scholar.google.com/scholar?q=Pseudogroups%20and%20differentiable%20groupoids,1,Mathematics,core,"Global analysis, analysis on manifolds [See also 32Cxx, 32Fxx, 32Wxx, 46-XX, 53Cxx] {For nonlinear operators, see 47Hxx; for geometric integration theory, see 49Q15}",MSC2020:58H05,58H05,"Pseudogroups and differentiable groupoids [See also 22A22, 22E65]"
"Pseudogroups, differentiable groupoids and general structures on manifolds","Pseudogroups, differentiable groupoids and general structures on manifolds",https://scholar.google.com/scholar?q=Pseudogroups%2C%20differentiable%20groupoids%20and%20general%20structures%20on%20manifolds,1,Mathematics,core,"Global analysis, analysis on manifolds [See also 32Cxx, 32Fxx, 32Wxx, 46-XX, 53Cxx] {For nonlinear operators, see 47Hxx; for geometric integration theory, see 49Q15}",MSC2020:58Hxx,58Hxx,"Pseudogroups, differentiable groupoids and general structures on manifolds"
Pseudoholomorphic curves,Pseudoholomorphic curves,https://scholar.google.com/scholar?q=Pseudoholomorphic%20curves,1,Mathematics,core,"Several complex variables and analytic spaces {For infinitedimensional holomorphy, see also 46G20, 58B12}",MSC2020:32Q65,32Q65,Pseudoholomorphic curves
Pseudohyperbolic equations,Pseudohyperbolic equations,https://scholar.google.com/scholar?q=Pseudohyperbolic%20equations,1,Mathematics,core,Partial differential equations,MSC2020:35L82,35L82,Pseudohyperbolic equations
Psychophysics and psychophysiology; perception,Psychophysics and psychophysiology; perception,https://scholar.google.com/scholar?q=Psychophysics%20and%20psychophysiology%3B%20perception,1,Game theory and formal social science,adjacent,"Game theory, economics, finance, and other social and behavioral sciences",MSC2020:91E30,91E30,Psychophysics and psychophysiology; perception
Public goods,Public goods,https://scholar.google.com/scholar?q=Public%20goods,1,Game theory and formal social science,adjacent,"Game theory, economics, finance, and other social and behavioral sciences",MSC2020:91B18,91B18,Public goods
Pursuit and evasion games,Pursuit and evasion games,https://scholar.google.com/scholar?q=Pursuit%20and%20evasion%20games,1,Mathematics,core,"Calculus of variations and optimal control; optimization [See also 34H05, 34K35, 65Kxx, 90Cxx, 93-XX]",MSC2020:49N75,49N75,Pursuit and evasion games [See also 91A24]
PV-numbers and generalizations; other special algebraic numbers; Mahler measure,PV-numbers and generalizations; other special algebraic numbers; Mahler measure,https://scholar.google.com/scholar?q=PV-numbers%20and%20generalizations%3B%20other%20special%20algebraic%20numbers%3B%20Mahler%20measure,1,Mathematics,core,Number theory,MSC2020:11R06,11R06,PV-numbers and generalizations; other special algebraic numbers; Mahler measure
Q- and plus-constructions,Q- and plus-constructions,https://scholar.google.com/scholar?q=Q-%20and%20plus-constructions,1,Mathematics,core,"K-theory [See also 16E20, 18F25]",MSC2020:19D06,19D06,Q- and plus-constructions
q-calculus and related topics,q-calculus and related topics,https://scholar.google.com/scholar?q=q-calculus%20and%20related%20topics,1,Mathematics,core,"Combinatorics {For finite fields, see 11Txx}",MSC2020:05A30,05A30,q-calculus and related topics [See also 33Dxx]
"q-convexity, q-concavity","q-convexity, q-concavity",https://scholar.google.com/scholar?q=q-convexity%2C%20q-concavity,1,Mathematics,core,"Several complex variables and analytic spaces {For infinitedimensional holomorphy, see also 46G20, 58B12}",MSC2020:32F10,32F10,"q-convexity, q-concavity"
"q-gamma functions, q-beta functions and integrals","q-gamma functions, q-beta functions and integrals",https://scholar.google.com/scholar?q=q-gamma%20functions%2C%20q-beta%20functions%20and%20integrals,1,Mathematics,core,"Special functions (33-XX deals with the properties of functions as functions) {For orthogonal functions, see 42Cxx; for aspects of combinatorics, see 05Axx; for number-theoretic aspects, see 11-XX; for representation theory, see 22Exx}",MSC2020:33D05,33D05,"q-gamma functions, q-beta functions and integrals"
Quadratic algebras (but not quadratic Jordan algebras),Quadratic algebras (but not quadratic Jordan algebras),https://scholar.google.com/scholar?q=Quadratic%20algebras%20(but%20not%20quadratic%20Jordan%20algebras),1,Mathematics,core,Nonassociative rings and algebras,MSC2020:17A45,17A45,Quadratic algebras (but not quadratic Jordan algebras)
Quadratic and bilinear Diophantine equations,Quadratic and bilinear Diophantine equations,https://scholar.google.com/scholar?q=Quadratic%20and%20bilinear%20Diophantine%20equations,1,Mathematics,core,Number theory,MSC2020:11D09,11D09,Quadratic and bilinear Diophantine equations
"Quadratic and bilinear forms, inner products","Quadratic and bilinear forms, inner products",https://scholar.google.com/scholar?q=Quadratic%20and%20bilinear%20forms%2C%20inner%20products,1,Mathematics,core,Linear and multilinear algebra; matrix theory,MSC2020:15A63,15A63,"Quadratic and bilinear forms, inner products [See mainly 11Exx]"
Quadratic and Koszul algebras,Quadratic and Koszul algebras,https://scholar.google.com/scholar?q=Quadratic%20and%20Koszul%20algebras,1,Mathematics,core,"Associative rings and algebras {For the commutative case, see 13-XX}",MSC2020:16S37,16S37,Quadratic and Koszul algebras
Quadratic extensions,Quadratic extensions,https://scholar.google.com/scholar?q=Quadratic%20extensions,1,Mathematics,core,Number theory,MSC2020:11R11,11R11,Quadratic extensions
"Quadratic forms (reduction theory, extreme forms, etc.)","Quadratic forms (reduction theory, extreme forms, etc.)",https://scholar.google.com/scholar?q=Quadratic%20forms%20(reduction%20theory%2C%20extreme%20forms%2C%20etc.),1,Mathematics,core,Number theory,MSC2020:11H55,11H55,"Quadratic forms (reduction theory, extreme forms, etc.)"
Quadratic forms over general fields,Quadratic forms over general fields,https://scholar.google.com/scholar?q=Quadratic%20forms%20over%20general%20fields,1,Mathematics,core,Number theory,MSC2020:11E04,11E04,Quadratic forms over general fields
Quadratic forms over global rings and fields,Quadratic forms over global rings and fields,https://scholar.google.com/scholar?q=Quadratic%20forms%20over%20global%20rings%20and%20fields,1,Mathematics,core,Number theory,MSC2020:11E12,11E12,Quadratic forms over global rings and fields
Quadratic forms over local rings and fields,Quadratic forms over local rings and fields,https://scholar.google.com/scholar?q=Quadratic%20forms%20over%20local%20rings%20and%20fields,1,Mathematics,core,Number theory,MSC2020:11E08,11E08,Quadratic forms over local rings and fields
Quadratic programming,Quadratic programming,https://scholar.google.com/scholar?q=Quadratic%20programming,1,Operations research and optimization,adjacent,"Operations research, mathematical programming",MSC2020:90C20,90C20,Quadratic programming
Quadratic spaces; Clifford algebras,Quadratic spaces; Clifford algebras,https://scholar.google.com/scholar?q=Quadratic%20spaces%3B%20Clifford%20algebras,1,Mathematics,core,Number theory,MSC2020:11E88,11E88,"Quadratic spaces; Clifford algebras [See also 15A63, 15A66]"
Qualitative behavior of solutions to integral equations,Qualitative behavior of solutions to integral equations,https://scholar.google.com/scholar?q=Qualitative%20behavior%20of%20solutions%20to%20integral%20equations,1,Mathematics,core,Integral equations,MSC2020:45Mxx,45Mxx,Qualitative behavior of solutions to integral equations
Qualitative investigation and simulation of models involving functional-differential equations,Qualitative investigation and simulation of models involving functional-differential equations,https://scholar.google.com/scholar?q=Qualitative%20investigation%20and%20simulation%20of%20models%20involving%20functional-differential%20equations,1,Mathematics,core,Ordinary differential equations,MSC2020:34K60,34K60,Qualitative investigation and simulation of models involving functional-differential equations
Qualitative investigation and simulation of ordinary differential equation models,Qualitative investigation and simulation of ordinary differential equation models,https://scholar.google.com/scholar?q=Qualitative%20investigation%20and%20simulation%20of%20ordinary%20differential%20equation%20models,1,Mathematics,core,Ordinary differential equations,MSC2020:34C60,34C60,Qualitative investigation and simulation of ordinary differential equation models
Qualitative properties of solutions to partial differential equations,Qualitative properties of solutions to partial differential equations,https://scholar.google.com/scholar?q=Qualitative%20properties%20of%20solutions%20to%20partial%20differential%20equations,1,Mathematics,core,Partial differential equations,MSC2020:35Bxx,35Bxx,Qualitative properties of solutions to partial differential equations
Qualitative theory for ordinary differential equations,Qualitative theory for ordinary differential equations,https://scholar.google.com/scholar?q=Qualitative%20theory%20for%20ordinary%20differential%20equations,1,Mathematics,core,Ordinary differential equations,MSC2020:34Cxx,34Cxx,Qualitative theory for ordinary differential equations [See also 37-XX]
Quantales,Quantales,https://scholar.google.com/scholar?q=Quantales,2,Mathematics,core,"Category theory; homological algebra {For commutative rings, see 13Dxx; for associative rings, see 16Exx; for groups, see 20Jxx; for topological groups and related structures, see 57Txx; for algebraic topology, see also 55Nxx, 55Uxx}; Order, lattices, ordered algebraic structures [See also 18B35]",MSC2020:06F07; MSC2020:18F75,06F07; 18F75,"Quantales; Quantales [See also 06F07, 18B35]"
"Quantifier elimination, model completeness, and related topics","Quantifier elimination, model completeness, and related topics",https://scholar.google.com/scholar?q=Quantifier%20elimination%2C%20model%20completeness%2C%20and%20related%20topics,1,Logic and foundations,core,Mathematical logic and foundations,MSC2020:03C10,03C10,"Quantifier elimination, model completeness, and related topics"
"Quantizations, deformations for selfadjoint operator algebras","Quantizations, deformations for selfadjoint operator algebras",https://scholar.google.com/scholar?q=Quantizations%2C%20deformations%20for%20selfadjoint%20operator%20algebras,1,Mathematics,core,"Functional analysis {For manifolds modeled on topological linear spaces, see 57Nxx, 58Bxx}",MSC2020:46L65,46L65,"Quantizations, deformations for selfadjoint operator algebras"
Quantum algorithms and complexity in the theory of computing,Quantum algorithms and complexity in the theory of computing,https://scholar.google.com/scholar?q=Quantum%20algorithms%20and%20complexity%20in%20the%20theory%20of%20computing,1,Computer science,core,"Computer science {For papers containing software, source code, etc. in a specific mathematical area, see the classification number –04 in that area}",MSC2020:68Q12,68Q12,"Quantum algorithms and complexity in the theory of computing [See also 68Q09, 81P68]"
Quantum games,Quantum games,https://scholar.google.com/scholar?q=Quantum%20games,1,Game theory and formal social science,adjacent,"Game theory, economics, finance, and other social and behavioral sciences",MSC2020:91A81,91A81,Quantum games
Quantum groups (operator algebraic aspects),Quantum groups (operator algebraic aspects),https://scholar.google.com/scholar?q=Quantum%20groups%20(operator%20algebraic%20aspects),1,Mathematics,core,"Functional analysis {For manifolds modeled on topological linear spaces, see 57Nxx, 58Bxx}",MSC2020:46L67,46L67,Quantum groups (operator algebraic aspects)
Quantum groups (quantized enveloping algebras) and related deformations,Quantum groups (quantized enveloping algebras) and related deformations,https://scholar.google.com/scholar?q=Quantum%20groups%20(quantized%20enveloping%20algebras)%20and%20related%20deformations,1,Mathematics,core,Nonassociative rings and algebras,MSC2020:17B37,17B37,"Quantum groups (quantized enveloping algebras) and related deformations [See also 16T20, 20G42, 81R50, 82B23]"
Quantum groups (quantized function algebras) and their representations,Quantum groups (quantized function algebras) and their representations,https://scholar.google.com/scholar?q=Quantum%20groups%20(quantized%20function%20algebras)%20and%20their%20representations,1,Mathematics,core,Group theory and generalizations,MSC2020:20G42,20G42,"Quantum groups (quantized function algebras) and their representations [See also 16T20, 17B37, 81R50]"
Quantum logic,Quantum logic,https://scholar.google.com/scholar?q=Quantum%20logic,1,Logic and foundations,core,Mathematical logic and foundations,MSC2020:03G12,03G12,"Quantum logic [See also 06C15, 81P10]"
Quasi-analytic and other classes of functions of one complex variable,Quasi-analytic and other classes of functions of one complex variable,https://scholar.google.com/scholar?q=Quasi-analytic%20and%20other%20classes%20of%20functions%20of%20one%20complex%20variable,1,Mathematics,core,Functions of a complex variable,MSC2020:30D60,30D60,Quasi-analytic and other classes of functions of one complex variable
Quasi-Frobenius rings,Quasi-Frobenius rings,https://scholar.google.com/scholar?q=Quasi-Frobenius%20rings,1,Mathematics,core,"Associative rings and algebras {For the commutative case, see 13-XX}",MSC2020:16L60,16L60,Quasi-Frobenius rings [See also 16D50]
Quasiconformal mappings in metric spaces,Quasiconformal mappings in metric spaces,https://scholar.google.com/scholar?q=Quasiconformal%20mappings%20in%20metric%20spaces,1,Mathematics,core,Functions of a complex variable,MSC2020:30L10,30L10,Quasiconformal mappings in metric spaces
"Quasiconformal mappings in Rn, other generalizations","Quasiconformal mappings in Rn, other generalizations",https://scholar.google.com/scholar?q=Quasiconformal%20mappings%20in%20Rn%2C%20other%20generalizations,1,Mathematics,core,Functions of a complex variable,MSC2020:30C65,30C65,"Quasiconformal mappings in Rn, other generalizations"
Quasiconformal mappings in the complex plane,Quasiconformal mappings in the complex plane,https://scholar.google.com/scholar?q=Quasiconformal%20mappings%20in%20the%20complex%20plane,1,Mathematics,core,Functions of a complex variable,MSC2020:30C62,30C62,Quasiconformal mappings in the complex plane
Quasiconformal methods in holomorphic dynamics; quasiconformal dynamics,Quasiconformal methods in holomorphic dynamics; quasiconformal dynamics,https://scholar.google.com/scholar?q=Quasiconformal%20methods%20in%20holomorphic%20dynamics%3B%20quasiconformal%20dynamics,1,Mathematics,core,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx, 34Cxx, 34Dxx, 35Bxx, 46Lxx, 58Jxx, 70-XX]",MSC2020:37F31,37F31,Quasiconformal methods in holomorphic dynamics; quasiconformal dynamics
Quasicrystals and aperiodic tilings in discrete geometry,Quasicrystals and aperiodic tilings in discrete geometry,https://scholar.google.com/scholar?q=Quasicrystals%20and%20aperiodic%20tilings%20in%20discrete%20geometry,1,Mathematics,core,Convex and discrete geometry,MSC2020:52C23,52C23,Quasicrystals and aperiodic tilings in discrete geometry
Quasielliptic equations,Quasielliptic equations,https://scholar.google.com/scholar?q=Quasielliptic%20equations,1,Mathematics,core,Partial differential equations,MSC2020:35H30,35H30,Quasielliptic equations
Quasilinear elliptic equations,Quasilinear elliptic equations,https://scholar.google.com/scholar?q=Quasilinear%20elliptic%20equations,1,Mathematics,core,Partial differential equations,MSC2020:35J62,35J62,Quasilinear elliptic equations
Quasilinear elliptic equations with mean curvature operator,Quasilinear elliptic equations with mean curvature operator,https://scholar.google.com/scholar?q=Quasilinear%20elliptic%20equations%20with%20mean%20curvature%20operator,1,Mathematics,core,Partial differential equations,MSC2020:35J93,35J93,Quasilinear elliptic equations with mean curvature operator
Quasilinear elliptic equations with p-Laplacian,Quasilinear elliptic equations with p-Laplacian,https://scholar.google.com/scholar?q=Quasilinear%20elliptic%20equations%20with%20p-Laplacian,1,Mathematics,core,Partial differential equations,MSC2020:35J92,35J92,Quasilinear elliptic equations with p-Laplacian
Quasilinear parabolic equations,Quasilinear parabolic equations,https://scholar.google.com/scholar?q=Quasilinear%20parabolic%20equations,1,Mathematics,core,Partial differential equations,MSC2020:35K59,35K59,Quasilinear parabolic equations
Quasilinear parabolic equations with mean curvature operator,Quasilinear parabolic equations with mean curvature operator,https://scholar.google.com/scholar?q=Quasilinear%20parabolic%20equations%20with%20mean%20curvature%20operator,1,Mathematics,core,Partial differential equations,MSC2020:35K93,35K93,Quasilinear parabolic equations with mean curvature operator
Quasilinear parabolic equations with p-Laplacian,Quasilinear parabolic equations with p-Laplacian,https://scholar.google.com/scholar?q=Quasilinear%20parabolic%20equations%20with%20p-Laplacian,1,Mathematics,core,Partial differential equations,MSC2020:35K92,35K92,Quasilinear parabolic equations with p-Laplacian
"Quasitriangular and nonquasitriangular, quasidiagonal and nonquasidiagonal linear operators","Quasitriangular and nonquasitriangular, quasidiagonal and nonquasidiagonal linear operators",https://scholar.google.com/scholar?q=Quasitriangular%20and%20nonquasitriangular%2C%20quasidiagonal%20and%20nonquasidiagonal%20linear%20operators,1,Mathematics,core,Operator theory,MSC2020:47A66,47A66,"Quasitriangular and nonquasitriangular, quasidiagonal and nonquasidiagonal linear operators"
Quasivarieties,Quasivarieties,https://scholar.google.com/scholar?q=Quasivarieties,1,Mathematics,core,General algebraic systems,MSC2020:08C15,08C15,Quasivarieties
Quasivarieties and varieties of groups,Quasivarieties and varieties of groups,https://scholar.google.com/scholar?q=Quasivarieties%20and%20varieties%20of%20groups,1,Mathematics,core,Group theory and generalizations,MSC2020:20E10,20E10,Quasivarieties and varieties of groups
"Quaternion and other division algebras: arithmetic, zeta functions","Quaternion and other division algebras: arithmetic, zeta functions",https://scholar.google.com/scholar?q=Quaternion%20and%20other%20division%20algebras%3A%20arithmetic%2C%20zeta%20functions,1,Mathematics,core,Number theory,MSC2020:11R52,11R52,"Quaternion and other division algebras: arithmetic, zeta functions"
Quaternionic functional analysis,Quaternionic functional analysis,https://scholar.google.com/scholar?q=Quaternionic%20functional%20analysis,1,Mathematics,core,"Functional analysis {For manifolds modeled on topological linear spaces, see 57Nxx, 58Bxx}",MSC2020:46S05,46S05,Quaternionic functional analysis
Quaternionic operator theory,Quaternionic operator theory,https://scholar.google.com/scholar?q=Quaternionic%20operator%20theory,1,Mathematics,core,Operator theory,MSC2020:47S05,47S05,Quaternionic operator theory
Questions of classical algebraic geometry,Questions of classical algebraic geometry,https://scholar.google.com/scholar?q=Questions%20of%20classical%20algebraic%20geometry,1,Mathematics,core,"Geometry {For algebraic geometry, see 14-XX; for differential geometry, see 53-XX}",MSC2020:51N35,51N35,Questions of classical algebraic geometry [See also 14Nxx]
Questions of holomorphy and infinite-dimensional manifolds,Questions of holomorphy and infinite-dimensional manifolds,https://scholar.google.com/scholar?q=Questions%20of%20holomorphy%20and%20infinite-dimensional%20manifolds,1,Mathematics,core,"Global analysis, analysis on manifolds [See also 32Cxx, 32Fxx, 32Wxx, 46-XX, 53Cxx] {For nonlinear operators, see 47Hxx; for geometric integration theory, see 49Q15}",MSC2020:58B12,58B12,"Questions of holomorphy and infinite-dimensional manifolds [See also 32-XX, 46G20]"
Queueing theory (aspects of probability theory),Queueing theory (aspects of probability theory),https://scholar.google.com/scholar?q=Queueing%20theory%20(aspects%20of%20probability%20theory),1,Probability,core,"Probability theory and stochastic processes {For additional applications, see 05Cxx, 11Kxx, 34-XX, 35-XX, 62-XX, 76-XX, 81-XX, 82-XX, 90-XX, 91-XX, 92-XX, 93-XX, 94-XX}",MSC2020:60K25,60K25,"Queueing theory (aspects of probability theory) [See also 68M20, 90B22]"
Queues and service in operations research,Queues and service in operations research,https://scholar.google.com/scholar?q=Queues%20and%20service%20in%20operations%20research,1,Operations research and optimization,adjacent,"Operations research, mathematical programming",MSC2020:90B22,90B22,"Queues and service in operations research [See also 60K25, 68M20]"
"Quotient spaces, decompositions in general topology","Quotient spaces, decompositions in general topology",https://scholar.google.com/scholar?q=Quotient%20spaces%2C%20decompositions%20in%20general%20topology,1,Mathematics,core,"General topology {For the topology of manifolds of all dimensions, see 57Nxx}",MSC2020:54B15,54B15,"Quotient spaces, decompositions in general topology"
Radical Banach algebras,Radical Banach algebras,https://scholar.google.com/scholar?q=Radical%20Banach%20algebras,1,Mathematics,core,"Functional analysis {For manifolds modeled on topological linear spaces, see 57Nxx, 58Bxx}",MSC2020:46J45,46J45,Radical Banach algebras
Radical theory (nonassociative rings and algebras),Radical theory (nonassociative rings and algebras),https://scholar.google.com/scholar?q=Radical%20theory%20(nonassociative%20rings%20and%20algebras),1,Mathematics,core,Nonassociative rings and algebras,MSC2020:17A65,17A65,Radical theory (nonassociative rings and algebras)
Radical theory for semigroups,Radical theory for semigroups,https://scholar.google.com/scholar?q=Radical%20theory%20for%20semigroups,1,Mathematics,core,Group theory and generalizations,MSC2020:20M11,20M11,Radical theory for semigroups
Radicals and radical properties of associative rings,Radicals and radical properties of associative rings,https://scholar.google.com/scholar?q=Radicals%20and%20radical%20properties%20of%20associative%20rings,1,Mathematics,core,"Associative rings and algebras {For the commutative case, see 13-XX}",MSC2020:16Nxx,16Nxx,Radicals and radical properties of associative rings
Radicals in Jordan algebras,Radicals in Jordan algebras,https://scholar.google.com/scholar?q=Radicals%20in%20Jordan%20algebras,1,Mathematics,core,Nonassociative rings and algebras,MSC2020:17C17,17C17,Radicals in Jordan algebras
Radix representation; digital problems,Radix representation; digital problems,https://scholar.google.com/scholar?q=Radix%20representation%3B%20digital%20problems,1,Mathematics,core,Number theory,MSC2020:11A63,11A63,"Radix representation; digital problems {For metric results, see 11K16}"
Radon transform,Radon transform,https://scholar.google.com/scholar?q=Radon%20transform,1,Mathematics,core,"Integral transforms, operational calculus {For fractional derivatives and integrals, see 26A33; for Fourier transforms, see 42A38, 42B10; for integral transforms in distribution spaces, see 46F12; for numerical methods, see 65R10}",MSC2020:44A12,44A12,Radon transform [See also 92C55]
"Radon-Nikodym, Krein-Milman and related properties","Radon-Nikodym, Krein-Milman and related properties",https://scholar.google.com/scholar?q=Radon-Nikodym%2C%20Krein-Milman%20and%20related%20properties,1,Mathematics,core,"Functional analysis {For manifolds modeled on topological linear spaces, see 57Nxx, 58Bxx}",MSC2020:46B22,46B22,"Radon-Nikod´ym, Kre˘ın-Milman and related properties [See also 46G10]"
Ramification and extension theory,Ramification and extension theory,https://scholar.google.com/scholar?q=Ramification%20and%20extension%20theory,1,Mathematics,core,Number theory,MSC2020:11S15,11S15,Ramification and extension theory
Ramification problems in algebraic geometry,Ramification problems in algebraic geometry,https://scholar.google.com/scholar?q=Ramification%20problems%20in%20algebraic%20geometry,1,Mathematics,core,Algebraic geometry,MSC2020:14E22,14E22,Ramification problems in algebraic geometry [See also 11S15]
Ramsey theory,Ramsey theory,https://scholar.google.com/scholar?q=Ramsey%20theory,1,Mathematics,core,"Combinatorics {For finite fields, see 11Txx}",MSC2020:05D10,05D10,Ramsey theory [See also 05C55]
Random convex sets and integral geometry (aspects of convex geometry),Random convex sets and integral geometry (aspects of convex geometry),https://scholar.google.com/scholar?q=Random%20convex%20sets%20and%20integral%20geometry%20(aspects%20of%20convex%20geometry),1,Mathematics,core,Convex and discrete geometry,MSC2020:52A22,52A22,"Random convex sets and integral geometry (aspects of convex geometry) [See also 53C65, 60D05]"
Random dynamical systems,Random dynamical systems,https://scholar.google.com/scholar?q=Random%20dynamical%20systems,1,Mathematics,core,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx, 34Cxx, 34Dxx, 35Bxx, 46Lxx, 58Jxx, 70-XX]",MSC2020:37Hxx,37Hxx,"Random dynamical systems [See also 15B52, 34Fxx, 47B80, 70L05, 82C05, 93Exx]"
"Random dynamical systems aspects of multiplicative ergodic theory, Lyapunov exponents","Random dynamical systems aspects of multiplicative ergodic theory, Lyapunov exponents",https://scholar.google.com/scholar?q=Random%20dynamical%20systems%20aspects%20of%20multiplicative%20ergodic%20theory%2C%20Lyapunov%20exponents,1,Mathematics,core,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx, 34Cxx, 34Dxx, 35Bxx, 46Lxx, 58Jxx, 70-XX]",MSC2020:37H15,37H15,"Random dynamical systems aspects of multiplicative ergodic theory, Lyapunov exponents [See also 34Fxx, 37Axx, 37Cxx, 37Dxx]"
Random fields,Random fields,https://scholar.google.com/scholar?q=Random%20fields,1,Probability,core,"Probability theory and stochastic processes {For additional applications, see 05Cxx, 11Kxx, 34-XX, 35-XX, 62-XX, 76-XX, 81-XX, 82-XX, 90-XX, 91-XX, 92-XX, 93-XX, 94-XX}",MSC2020:60G60,60G60,Random fields
Random fields; image analysis,Random fields; image analysis,https://scholar.google.com/scholar?q=Random%20fields%3B%20image%20analysis,1,Statistics,core,Statistics,MSC2020:62M40,62M40,Random fields; image analysis
Random graphs (graph-theoretic aspects),Random graphs (graph-theoretic aspects),https://scholar.google.com/scholar?q=Random%20graphs%20(graph-theoretic%20aspects),1,Mathematics,core,"Combinatorics {For finite fields, see 11Txx}",MSC2020:05C80,05C80,Random graphs (graph-theoretic aspects) [See also 60B20]
Random integral equations,Random integral equations,https://scholar.google.com/scholar?q=Random%20integral%20equations,2,Mathematics,core,Integral equations,MSC2020:45R05; MSC2020:45Rxx,45R05; 45Rxx,Random integral equations [See also 60H20]
Random iteration,Random iteration,https://scholar.google.com/scholar?q=Random%20iteration,1,Mathematics,core,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx, 34Cxx, 34Dxx, 35Bxx, 46Lxx, 58Jxx, 70-XX]",MSC2020:37H12,37H12,Random iteration
Random linear operators,Random linear operators,https://scholar.google.com/scholar?q=Random%20linear%20operators,1,Mathematics,core,Operator theory,MSC2020:47B80,47B80,"Random linear operators [See also 47H40, 60H25]"
Random matrices (algebraic aspects),Random matrices (algebraic aspects),https://scholar.google.com/scholar?q=Random%20matrices%20(algebraic%20aspects),1,Mathematics,core,Linear and multilinear algebra; matrix theory,MSC2020:15B52,15B52,"Random matrices (algebraic aspects) {For probabilistic aspects, see 60B20}"
Random matrices (probabilistic aspects),Random matrices (probabilistic aspects),https://scholar.google.com/scholar?q=Random%20matrices%20(probabilistic%20aspects),1,Probability,core,"Probability theory and stochastic processes {For additional applications, see 05Cxx, 11Kxx, 34-XX, 35-XX, 62-XX, 76-XX, 81-XX, 82-XX, 90-XX, 91-XX, 92-XX, 93-XX, 94-XX}",MSC2020:60B20,60B20,"Random matrices (probabilistic aspects) {For algebraic aspects, see 15B52}"
Random measures,Random measures,https://scholar.google.com/scholar?q=Random%20measures,1,Probability,core,"Probability theory and stochastic processes {For additional applications, see 05Cxx, 11Kxx, 34-XX, 35-XX, 62-XX, 76-XX, 81-XX, 82-XX, 90-XX, 91-XX, 92-XX, 93-XX, 94-XX}",MSC2020:60G57,60G57,Random measures
Random nonlinear operators,Random nonlinear operators,https://scholar.google.com/scholar?q=Random%20nonlinear%20operators,1,Mathematics,core,Operator theory,MSC2020:47H40,47H40,"Random nonlinear operators [See also 47B80, 60H25]"
